Name,Weight (lbs),Height (inches)
"Gocong, Chris",263,74
"Tasker, Luke",191,71
"Scott, Austin",225,71
"Hardy, Bruce",235,77
"Crick, Jared",285,76
"Kelemete, Senio",300,75
"Andrews, David",295,75
"Walden, Erik",250,74
"Flagler, Terrence",200,72
"Lilly, Kevin",265,76
"Anderson, Paul",200,72
"Thompson, Juwan",225,71
"Manske, Eggs",185,72
"Perry, Joe",200,72
"Adamle, Tony",215,72
"Baker, John",223,75
"Neild, Chris",328,74
"Pepper, Gene",239,74
"Faverty, Hal",220,74
"Davis, Glenn",172,69
"Camarillo, Greg",200,74
"Leypoldt, John",229,74
"Barron, Mark",213,74
"Flenniken, Mack",200,73
"Newnam, Brian",291,75
"Liedtke, Michael",310,75
"Kelley, Ed",195,74
"Malone, Robert",215,74
"Fleming, Maurice",203,71
"Wells, Derrick",201,72
"Edwards, Lavar",275,76
"Carmona, Eddy",203,70
"Rains, Dan",224,73
"Kliebhan, Adolph",200,73
"Kahl, Cy",195,73
"Johnson, Bobby",170,71
"Karamatic, George",187,68
"Faryniarz, Brett",230,75
"Thomas, Carlos",197,71
"Brown, Sergio",207,74
"Readon, Ike",273,72
"Davis, Darrell",258,74
"Westbrooks, David",252,76
"Hart, Larry",248,72
"Epps, Dedrick",250,75
"Gordon, Charles",180,71
"Carroll, Wesley",183,72
"Ferguson, Bob",220,71
"Snyder, Kevin",245,74
"Lee, Dwight",190,74
"Badger, Brad",320,76
"Nacrelli, Andy",190,73
"Fanaika, Paul",327,77
"Cain, Jeremy",245,73
"Taylor, Herb",305,76
"Allen, Jake",196,76
"Carr, Derek",215,75
"Nemeth, Steve",174,70
"Kirksey, Jon",350,75
"Taylor, Zane",309,74
"Baumgartner, Steve",256,79
"Seale, Ricky",203,69
"Muller, Chris",300,78
"Scott, Lew",170,71
"Mastrangelo, John",228,73
"Gary, Russell",195,71
"Annan, Dunc",178,70
"Davis, Ron",235,74
"Sterling, Neal",254,76
"Gibson, Tom",250,79
"Schuh, Harry",260,75
"Bradley, Bam",229,74
"Ball, Michael",211,72
"Lacy, Ken",222,72
"Armstrong, John",190,69
"Haley, Art",175,70
"Scott, Clarence",186,73
"Badaczewski, John",239,73
"Wakefield, Mark",195,76
"Gadbois, Dennis",183,73
"Wynn, Kerry",264,77
"Ryan, Jake",240,74
"Matthews, Jordan",212,75
"Caver, Quinton",241,76
"Copeland, Brandon",263,75
"Yarber, Eric",156,68
"Davis, Ted",232,73
"Oates, Brad",274,78
"Rengel, Neil",205,69
"Ware, Timmie",171,70
"Alworth, Lance",184,72
"Fourcade, Keith",225,71
"Finzer, Dave",195,73
"Perkins, Antonio",194,71
"Wang, Ed",315,77
"Jackson, Sean",222,73
"Allen, Marcus",210,74
"Fragel, Reid",308,80
"Madison, Colin",325,75
"Graham, Brandon",265,74
"Keglar, Stanford",250,74
"Johnson, Curtis",254,75
"Evans, Ray",195,73
"Farnham, Buddy",185,72
"Norton, Jim",190,75
"Hackemack, Ken",309,81
"Watkins, Diaheem",258,76
"Ritchey, James",220,74
"Koo, Younghoe",194,69
"Gibson, Gary",312,75
"Belcher, Kevin",280,77
"Fowler, Bennie",212,73
"Gallery, Jim",190,73
"Wellman, Gary",173,69
"Ford, Len",245,76
"Young, Curtis",269,73
"Okoye, Lawrence",304,78
"Gerak, John",300,75
"Pendleton, Jeris",323,74
"Novotny, Ray",165,70
"Vactor, Ted",185,72
"Killebrew, Miles",222,74
"Harbor, Clay",240,75
"Klabo, Chuck",310,78
"Ostrowski, Phil",291,76
"Jackson, Melvin",267,73
"Ferguson, Bill",225,75
"King, Michael",298,75
"Gates, null",,
"Martino, Freddie",195,72
"Tomlin, Roderick",312,77
"Johnson, LeShon",215,72
"Lynn, Jack",234,75
"Jay, Craig",257,76
"Owens, Darrick",216,74
"Riley, Steve",258,77
"Peterson, Ben",250,75
"Hall, KaMichael",228,72
"Jefferson, Norman",183,70
"Chealander, Hal",218,76
"Davis, Isaac",320,75
"Bell, Mike",255,76
"Jacobson, McKay",199,71
"Addae, Jahleel",195,70
"Barnett, Dante",193,73
"Hammond, Gary",184,71
"Larson, Ojay",199,73
"Watters, Len",185,70
"Walls, Everson",194,73
"Washington, Gene",172,69
"Giaver, Bill",190,69
"Haley, Cole",223,73
"Feiler, Matt",330,78
"Winn, George",215,71
"Johnson, DJ",191,73
"Weese, Norris",195,73
"Atkins, Geno",300,73
"Fisher, Doug",225,73
"Aiken, Sam",220,74
"Lindholm, Garrett",190,69
"Webb, Jeff",211,74
"Sack, Jack",195,74
"Ane, Charlie",260,74
"Gaddis, Mike",217,72
"Kirchbaum, Kelly",240,74
"Raborn, Buster",198,72
"Davis, C.J.",308,74
"Harris, Don",185,74
"Godwin, Walt",205,67
"Kilgore, Chad",230,73
"Hannemann, Cliff",235,74
"Lee, Mark",187,71
"Thayer, Harry",215,73
"Parker, Fred",215,70
"Kohrs, Bob",240,75
"Levine, Anthony",200,71
"Chicken, Fred",185,70
"Bedford, Vance",170,71
"Harrison, Arnold",241,75
"Hall, Windlan",178,71
"DiPierro, Raymond",210,71
"Anderson, Jake",305,77
"Walters, Pierre",269,77
"McCall, Ed",205,75
"Olsen, Seth",305,77
"Lewis, Herman",188,74
"Rhaney, Demetrius",301,74
"Carruth, Paul Ott",220,73
"Kinney, Jeff",215,74
"Larsen, B.J.",264,77
"Rudock, Jake",207,75
"Lawrence, Demarcus",270,75
"Reed, Antwuan",190,70
"Dalrymple, Slats",210,74
"Saimes, George",186,71
"Leftwich, Byron",250,77
"McCain, Chris",236,77
"Smith, Alex",217,76
"McCallister, Fred",250,73
"Williams, Tramon",192,72
"Webber, Dutch",190,74
"Jenkins, Walt",223,73
"Edmonds, Bobby Joe",190,71
"Lawrence, Larry",208,73
"Ciccolella, Mike",225,72
"Bailey, Champ",192,72
"Jackson, Terry",197,70
"Dial, Benjy",185,73
"Valerio, Joe",295,77
"Kelly, Tex",220,75
"Glover, Andrew",252,78
"Taylor, Cliff",198,71
"Harris, Marv",237,73
"Kittredge, Paul",170,70
"Edwards, Troy",195,70
"Tillmon, Tony",170,70
"Neville, Tom",280,77
"Mazza, Vince",216,73
"Patrick, Mike",209,72
"Mahan, Bob",178,69
"Agnew, Theo",280,76
"Vella, John",258,76
"Marshall, James",187,72
"LaFleur, Joe",223,72
"Lee, James",325,77
"Maslowski, Mike",243,74
"Ghecas, Lou",175,69
"Walker, Elliott",193,71
"Abruzzese, Ray",194,71
"Johnson, Dennis",260,76
"Walton, Alvin",180,72
"Leggett, Lance",205,75
"Morgan, Mike",235,75
"Johnson, Isaiah",202,73
"Landry, Jarvis",206,71
"Checkaye, Coonie",185,69
"Landi, Evan",236,75
"Strief, Zach",320,79
"Fields, Floyd",208,72
"Chatman, Jesse",225,68
"Lashar, Tim",160,69
"Hardie, Rudolph",269,74
"Mauldin, Lorenzo",259,76
"Watford, Earl",300,75
"Johnson, Maurice",242,74
"Arbanas, Fred",240,75
"Cavalli, Carmen",245,76
"Parkey, Cody",193,72
"Ferrario, Bill",315,74
"Bighill, Adam",230,70
"Timberlake, George",220,73
"Kelley, Braxton",242,72
"DeLine, Steve",185,71
"Scott, Bob",195,
"Gatewood, Tom",215,75
"Ormsbee, Elliott",185,71
"Washington, Daryl",238,74
"O'Brien, Dave",247,75
"Zoia, Clyde",175,67
"Arians, Jake",203,71
"Wells, Mike",315,75
"Gibson, Shelton",198,72
"Thomas, Lamar",175,73
"Wagoner, Dan",180,70
"Weathers, Curtis",224,77
"Norman, Tony",270,77
"Green-Beckham, Dorial",237,77
"Kelley, Les",233,75
"Roberts, C.R.",202,75
"Walker, Kevin",180,71
"Hamilton, Darrell",298,77
"Gilmer, Harry",169,72
"Campbell, Jason",235,77
"Tilton, Ron",250,76
"Teifke, Mike",255,76
"Planutis, Jerry",175,69
"Smith, Evan",308,74
"Philyaw, Mareno",208,74
"Reese, Ike",222,74
"Walters, Troy",171,68
"Johnson, Marvin",183,71
"Pharmer, Art",186,70
"Farley, Dale",225,75
"Knapp, Lindsay",300,78
"Evans, Leomont",213,73
"Foster, Larry",188,70
"Woods, Xavier",197,71
"Adams, Anthony",310,72
"Sanders, B.T.",195,81
"Knox, Charlie",185,71
"Pearson, Willie",190,72
"Anderson, Marques",210,71
"Lanier, Ken",290,75
"Tomaini, Army",245,72
"Marshall, Keith",222,71
"Poutasi, Jeremiah",335,77
"Beilby, Coy",310,79
"Agnew, Ray",247,70
"Floyd, Victor",201,73
"McCray, L.J.",210,72
"Barrabee, Bob",190,69
"Ferrell, Earl",225,72
"Walker, Gary",200,72
"Savoldi, Joe",194,71
"Antoine, Lionel",262,78
"Jaquess, Pete",185,72
"Quinn, Johnny",202,72
"Alston, Jon",306,77
"Cerqua, Marq",223,74
"Walker, Phillip",201,73
"Harrison, Kevin",250,72
"Seabron, Thomas",215,75
"Peterson, Jim",235,77
"Vobora, David",239,73
"King, Gus",180,71
"Allen, Anthony",180,71
"Johnson, Shelton",195,72
"Webb, R.J.",205,74
"Chamberlain, Chris",238,73
"Campbell, Jared",200,72
"Cafego, George",169,70
"Flowers, Larry",190,73
"Adongo, Daniel",270,77
"Mallick, Fran",245,74
"Harper, Chris",228,73
"Harrell, Sam",217,74
"Skinner, Deontae",250,74
"Riles, Al-Damion",215,71
"Gary, Keith",263,75
"Tardits, Richard",218,74
"Pittman, Chase",300,77
"Patton, Bob",245,73
"Barnum, Len",200,72
"Salako, Victor",335,78
"Pizzotti, Chris",225,77
"Goodnight, Clyde",205,73
"Barrett, Jean",253,78
"Carter, Jeremy",194,71
"Schwab, Ray",205,
"Jones, Josh",208,73
"Eby, Byron",185,72
"Devey, Jordan",320,78
"Fairs, Eric",235,75
"Alford, Bruce",190,72
"Spence, Sean",231,71
"Quillen, Frank",225,77
"Adkins, Kevin",250,73
"Harris, Paul",220,75
"Arvie, Herman",305,76
"Harper, Kenneth",233,70
"Belcher, Kevin",266,75
"Harper, Alan",285,73
"Lee, Bivian",200,75
"Smith, Preston",268,77
"Kelly, Wild Bill",184,70
"Henry, Willie",300,75
"Richardson, Mike",196,71
"Ray, Ricky",208,75
"Scott, Patrick",229,76
"Ring, Bill",208,70
"McBride, Charlie",185,70
"Barry, Al",238,74
"Lawrence, Kent",180,72
"Jones, Lenny",269,75
"Ogden, Marques",312,77
"Fielder, Don",260,75
"Ellis, John",212,70
"Harris, Trevor",223,74
"Jackson, Curtis",194,70
"Roberts, Darryl",182,72
"Elliott, Javien",176,71
"Hooper, Austin",254,75
"Manumaleuga, Frank",245,74
"Nagle, Johnny",175,69
"Boykin, Brandon",182,70
"Abell, Bud",220,75
"Taugher, Biff",185,70
"Elkins, Mike",221,75
"Peterson, Mike",226,73
"DiMarco, Patrick",234,73
"Sprinkle, Jeremy",256,77
"Vaughan, Dustin",240,77
"Carroll, Joe",220,73
"Kasper, Cy",170,70
"Washington, L'Damian",200,76
"Scheffler, Tony",255,77
"Tearry, Larry",260,75
"Anderson, Colin",240,76
"Farkas, Andy",189,70
"Fieldings, Anthony",237,73
"Nunez, Juan",183,73
"Reamer, Cory",231,75
"Johnson, Gartrell",219,70
"Ellingson, Greg",197,75
"Arp, Donovan",280,75
"Rivera, Mike",255,74
"Renfro, Leonard",291,74
"Newsome, Jonathan",247,75
"Johnson, Thomas",304,74
"LeVeck, Jack",225,72
"Hardy, Ed",242,76
"Gaubatz, Dennis",232,74
"Knab, Shiner",190,73
"David, Lavonte",233,73
"West, Ronnie",215,73
"Davis, Wendell",185,70
"DeCarbo, Nick",185,69
"Gabler, John",,
"Blackmon, Justin",210,73
"Skipper, Dan",309,82
"Castille, Tim",238,71
"Klecko, Dan",275,71
"Edwards, Al",171,68
"Lippett, Ronnie",180,71
"Grabinski, Ted",207,74
"Tamm, Ralph",285,76
"Washington, Chuck",186,71
"James, Phillip",265,74
"Lally, Bob",230,74
"Farr, D'Marco",280,73
"Mason, Sam",175,68
"Turner, Landon",325,75
"Macerelli, John",230,74
"Davis, P.J.",216,71
"Williams, Kyle",303,73
"Haggans, Clark",243,76
"Wells, Warren",190,73
"Vaughn, Darrick",193,71
"Campbell, Ian",263,76
"Follett, Zack",236,73
"Arrington, Kyle",186,70
"O'Neil, Red",190,70
"Kartz, Keith",270,76
"Allen, Jared",255,78
"Schibanoff, Alex",218,73
"Scifres, Steve",300,76
"Britt, Kenny",223,75
"Taplin-Ross, Justin",225,75
"Mattox, Jack",240,76
"Bailey, Victor",207,74
"Matisi, John",218,74
"James, Drisan",185,71
"McBride, Ron",202,72
"Quatse, Jess",226,71
"Alston, Richard",215,71
"Petersmark, Brett",280,75
"MacDonald, Mark",267,76
"Judd, Akeem",224,71
"Marshall, Marvin",162,70
"Barragar, Nate",212,72
"Nix-Jones, Roosevelt",248,71
"Chapura, Dick",277,75
"Roberts, Guy",175,68
"Zimmerman, Dawson",205,74
"Davis, Milt",188,73
"Garner, Hal",219,76
"Reed, Henry",230,75
"Mahomes, Patrick",215,75
"Shaffer, Craig",230,72
"Waller, Darren",255,78
"Hall, Vic",185,69
"Katnik, Norm",295,76
"Veldman, Matt",255,79
"Walker, Clarence",205,73
"Johnson, Charles",262,73
"Chesley, John",225,77
"Wager, Clint",218,78
"Marsh, Dick",210,74
"Johnson, Eric",241,72
"Kumerow, Jake",206,76
"Banks, Johnthan",185,74
"Canale, Whit",245,75
"Carpenter, Dwaine",208,73
"Nicholson, Calvin",183,69
"Beal, Norm",170,71
"Flaherty, Jim",198,
"Basinger, Michael",258,75
"Flemons, Ronald",265,77
"Walter, Kevin",218,75
"Warren, Steve",302,73
"Dishman, Cris",190,72
"Cannon, Adrian",204,74
"Fields, Edgar",255,74
"Favorite, Marlon",317,73
"Bryant, Brandin",289,74
"Baylark, Steve",225,72
"Hamilton, Jakar",208,71
"Hamilton, Karel",181,73
"Schulze, Andrew",255,78
"Thompson, Don",240,76
"Dennard, Darqueze",198,71
"Warford, Derrick",315,75
"Ngata, Haloti",345,76
"Ballard, Demario",220,78
"Darling, Devard",213,73
"Newsome, Billy",250,76
"Carver, Dale",225,74
"Godwin, Bill",241,75
"Daukas, Nick",220,75
"Thomas, Skip",205,73
"Ferrante, Orlando",230,72
"Lewis, Darryll",188,69
"Evans, David",178,72
"King, Ed",300,76
"Johnson, Rich",225,73
"Tilley, Emmett",240,71
"Countess, Blake",184,69
"Nesser, Frank",245,73
"Richardson, Nu'Keese",160,70
"Mann, Errol",200,72
"Richards, Jordan",210,71
"Aikman, Troy",220,76
"Waymer, Dave",195,73
"Wenzel, Ralph",250,74
"Anderson, Bennie",345,77
"Martin, Tony",180,73
"Pearson, Mike",302,79
"Redden, Terry",295,74
"Martin, Harvey",262,77
"Thompson, Jesse",185,73
"Riley, Lee",192,73
"LeBlanc, Cre'von",190,70
"Page, Alan",245,76
"Richardson, Kent",200,71
"Hargrave, Javon",305,73
"Keefer, Jack",172,69
"Vardaro, Bobby",317,76
"Cotton, Sam",236,76
"Baker, Art",220,72
"McFadden, Leon",190,70
"Alexander, Harold",224,74
"Fabiano, Anthony",307,77
"Derr, Ben",180,70
"Foschi, J.P.",265,75
"Edwards, Lac",209,76
"Klumb, John",200,75
"Tatman, Pete",220,73
"Korver, Kelvin",267,78
"Van Heusen, Billy",200,73
"Heiman, Cody",245,75
"Bell, Bobby",228,76
"Askson, Bert",223,75
"Harvey, Travis",185,74
"Thomas, David",248,75
"Davie, Andrew",275,78
"Gill, Roger",200,73
"Horton, Justin",235,74
"Glass, Chip",235,76
"Petties, Neal",198,74
"Gilbert, Garrett",221,76
"Risley, Elliot",207,72
"Walters, Tom",195,74
"Regular, Moses",255,75
"Marler, Seth",200,73
"Irvin, Tommy",212,72
"Mamula, Mike",252,76
"Basing, Myrt",190,69
"Gooden, Zaviar",231,73
"Ferragamo, Vince",212,75
"Harrington, Dedrick",248,75
"Shippen, Brandon",198,71
"Fenerty, Gill",205,72
"Davenport, Joe Dean",268,78
"Nelson, Benny",185,72
"McDermott, Kevin",240,77
"Daniels, LeShun",216,72
"Reach, Kevin",270,75
"Goins, Theo",317,76
"Vander Kelen, Ron",185,73
"McAlmont, Kevin",320,79
"Edwards, Ron",311,77
"Johnson, Alex",167,69
"Harrison, Gran",211,76
"Victorian, Josh",190,70
"Vigil, Zach",240,74
"Johnson, Damaris",175,68
"Baltzell, Vic",205,71
"Ellington, Dante",363,77
"Ragland, Reggie",252,74
"Ribar, Frank",190,73
"Carrington, Ed",225,76
"Sanders, Brandon",185,69
"Fasano, Anthony",255,76
"Keys, Tyrone",272,79
"Genus, Sampson",315,73
"Scheu, Steven",255,77
"Elliott, Jay",255,75
"Charlton, Clifford",240,75
"Kempton, Herb",155,68
"McCray, Justin",321,75
"O'Callaghan, John",245,76
"Campbell, Earl",232,71
"LaLonde, Roger",255,75
"Olds, Bill",224,73
"Lepper, Barney",185,70
"Scandrett, Devarick",302,76
"Francis, Phil",205,73
"Kearney, Tim",227,74
"Harris, James",285,78
"Riggins, Charles",295,77
"LaMontagne, Noel",301,76
"Harrell, James",224,73
"Selawski, Gene",252,76
"Barbour, Elmer",200,73
"Glass, Bill",252,77
"Yonamine, Wally",170,69
"Seals-Jones, Ricky",243,77
"Choice, Tashard",210,70
"Harris, Al",250,77
"Lange, Bill",239,73
"Schmarr, Herm",210,74
"Adams, Davante",215,73
"Bax, Carl",290,76
"Deskin, Versil",200,72
"Ritchhart, Del",195,72
"Martin, Jimmy",306,77
"Malone, Alfred",312,76
"Hamilton, Dominique",315,77
"Welch, Gibby",178,71
"Johnson, Steven",237,73
"Haden, Joe",195,71
"Baccaglio, Marty",245,75
"Tate, Willy",251,75
"Ginney, Jerry",217,71
"Houston, Bart",216,76
"Jackson, Steve",225,73
"Hall, George",240,72
"Harris, Herbert",206,73
"Watkins, Gordon",220,73
"Randall, Kheeston",325,77
"Erxleben, Russell",223,76
"Daniels, Dexter",241,72
"Saleaumua, Dan",315,72
"Parker, Ron",206,72
"Griffin, Ryan",210,77
"Setterstrom, Mark",318,76
"Jenkins, Corey",228,73
"Mataele, Stan",278,74
"Thompson, George",210,73
"Garcia, Max",309,76
"Risien, Cody",269,79
"Schamel, Duke",235,75
"Litkus, Red",187,
"Vainowski, Pete",1,
"Novikoff, Tyrone",320,78
"Davis, Phillip",173,70
"O'Neal, Ken",240,75
"Jones, Byron",199,72
"Griffin, Ryan",265,78
"Peay, Francis",250,77
"Young, Darrel",251,71
"Pinson, Lawrence",241,73
"Lee, Bob",245,73
"Edwards, Kelvin",202,74
"Payton, Jordan",209,73
"Scheuer, Babe",240,75
"Alexander, Kermit",187,71
"Harris, Eric",198,75
"Reilly, Mike",235,75
"Piepul, Milt",215,73
"Sandusky, John",251,73
"Diamond, Lorenzo",260,75
"Nipp, Maury",219,72
"Tippins, Ken",235,73
"Kelly, Jimmy",160,69
"Del Greco, Al",202,70
"Simon, Deon",332,75
"Washington, Sam",180,68
"Phillips, Irvin",192,73
"Bell, Ricky",194,70
"Gessner, Chas",215,77
"Dial, Quinton",318,77
"Adams, John",242,79
"Bademosi, Johnson",206,72
"Verry, Norm",240,73
"Esera, Tala",310,75
"Karpinski, Keith",255,75
"Milligan, Rolan",200,70
"Dilweg, Anthony",215,75
"Davis, Jerome",260,73
"Kelly, Joe",235,74
"Richards, Jim",180,73
"Archibald, Ben",320,75
"Harris, Michael",306,76
"Nnabuife, Alvin",212,73
"Mitchel, Tevin",190,72
"Dixon, Andre",200,73
"Ferguson, Keith",252,77
"Glennie, George",185,74
"Thomas, Levon",195,72
"Thornton, Justin",213,73
"Calvin, Jorrick",192,71
"Eliopulos, Jim",230,74
"Rodgers, Richard",257,76
"Henderson, Erin",244,75
"Ringwalt, Carroll",210,72
"Walter, Tim",294,76
"Trevathan, Danny",239,73
"Orton, Kyle",228,76
"George, Tony",205,71
"Bell, Eddie",160,70
"Oghobaase, Vince",303,77
"Kellison, John",210,72
"Efaw, Kyle",250,76
"Goodman, Richard",192,72
"Van Dyne, Chase",194,73
"Arndt, Al",205,71
"O'Neil, Chuck",180,70
"Kelley, Ike",225,71
"Bassi, Dick",214,71
"Carroll, Ahmad",190,70
"Johnson, Stan",275,76
"van Eeghen, Mark",223,74
"Harkey, Cory",259,76
"Nielsen, Hans",165,71
"Ohlgren, Earl",210,74
"Mahelona, Jesse",311,72
"Olsavsky, Jerry",221,73
"Miller, John",303,74
"Anderson, James",235,74
"Niklos, J.R.",229,74
"Marcus, Pete",200,74
"Walton, J.D.",310,75
"Kelley, Mike",273,77
"Baylor, Tim",195,78
"Fencl, Dick",160,71
"Dennis, DaShane",175,70
"Brent, K.J.",207,75
"Franklin, Jerry",245,73
"Forsythe, Ray",310,75
"Jackson, Anquez",330,76
"Page, Craig",303,75
"Elliott, Matt",295,75
"Hekker, Johnny",236,77
"Egu, Patrick",205,71
"Bell, Myron",212,71
"Kemoeatu, Ma'ake",345,77
"Gerberry, Dan",302,75
"Toussaint, Fitzgerald",204,69
"Afalava, Al",212,71
"Reddick, Nakia",211,71
"Matua, Fred",315,74
"Galette, Junior",260,74
"Parrish, Lemar",185,71
"Vance, Eric",218,74
"Finn, Dan",316,75
"Harris, William",239,76
"Jenkins, Ventrell",285,74
"Yount, Mike",205,73
"Branch, Marcelis",180,71
"Muhammad, Al-Quadin",253,75
"Dawsey, Stacey",154,69
"Zimmer, Justin",292,75
"Anderson, Anthony",197,72
"Galloway, Mitchell",178,68
"Samuel, Don",190,71
"Allen, David",195,69
"Foxx, Deshon",177,70
"Andrew, Troy",305,76
"Banjavic, Emil",194,73
"Landes, Jimmy",252,73
"Page, Paul",180,72
"Riley, Eugene",236,74
"Sachse, Frank",197,72
"Taylor, Tarzan",178,71
"Johnson, Malcolm",231,73
"Pellot-Rosa, Jesse",195,76
"Jenkins, Kris",360,76
"Way, Charles",250,72
"Dewveall, Willard",224,76
"Davis, Jason",242,70
"Feeney, Al",210,72
"Nunn, Terrence",195,72
"O'Berry, Herman",182,69
"Robertson, Bernard",310,75
"Hall, Johnny",196,72
"Webster, Elnardo",240,74
"Evans, Rashad",187,69
"Brown, Jon",202,70
"Abraham, Clifton",185,69
"Mixon, Joe",226,73
"Banks, Tavian",208,70
"Marion, Frank",227,75
"Kirby, Terry",225,73
"Lee, Mike",232,72
"Vogds, Evan",210,70
"Hunt, Akeem",190,70
"Andrews, Roy",226,72
"Vollmer, Sebastian",320,80
"Franckhauser, Tom",195,72
"Scoggins, Eric",235,74
"Schmitt, Ricky",217,75
"Toibin, Brendan",205,72
"Villarrial, Chris",318,75
"King, Kenny",203,71
"Leonetti, Bob",230,72
"Hamilton, Keith",295,78
"Risk, Ed",180,71
"Manley, Leon",218,74
"Miller, Zach",243,77
"Reddick, Troy",334,77
"Virkus, Scott",260,77
"Gostkowski, Stephen",215,73
"Walters, Stan",275,78
"Richardson, Eric",183,73
"Fox, Terry",208,73
"Walker, Mike",235,76
"Shepherd, Austin",327,76
"Kelly, Brian",193,71
"Liggins, Jeremy",310,75
"Thompson, Peyton",189,70
"Ginn, Tommie",253,75
"Johnson, Jarrod",280,73
"Lemons, Devin",222,75
"Van Hooser, Wilson",195,72
"Davis, Dorsett",305,77
"Plank, Doug",200,72
"Hackenbruck, Johnny",215,74
"Hart, Lawrence",254,76
"White, D.J.",193,71
"Wester, Cleve",188,68
"Sams, B.J.",185,70
"Thomas, John",280,76
"Weber, Roger",274,77
"Harris, James",210,76
"Forsey, Brock",208,71
"Champagne, Ed",236,75
"Patterson, Billy",167,70
"Brooks, Terrence",200,71
"Matesic, Ed",198,73
"Gibron, Abe",243,71
"Thomas, Clendon",196,74
"Barnes, Walt",245,75
"Nunamaker, Julian",252,75
"Alford, Mike",230,75
"Jefferson, A.J.",190,73
"Arnold, LeFrancis",245,75
"Johnson, Ted",253,76
"Lawler, Al",175,70
"Fitzgerald, Larry",218,75
"Jackson, Jeff",235,73
"Parker, Artimus",208,75
"Lawrence, Ben",325,73
"Caldwell, Darryl",245,77
"Anderson, Gary",253,75
"Ball, Reggie",195,71
"Nelson, Darrin",180,69
"Redd, Robert",200,70
"Lewis, Cliff",226,73
"Garrity, Gregg",171,70
"Weiss, John",198,75
"Tanner, Russ",300,76
"Cabral, Brian",233,73
"Hammonds, Shelly",182,70
"Scalzi, Johnny",168,67
"Scott, Gari",191,72
"Golic, Mike",265,77
"Shelby, Derrick",280,74
"Schweigert, Stuart",210,73
"Palmer, Chuck",185,70
"Barney, Milton",156,69
"Aikens, Carl",185,73
"Douglas, Rasul",204,74
"Johnson, Keeon",201,75
"Westbrook, Donald",185,70
"Stafford, Matthew",226,75
"Streater, Rod",195,74
"Layne, Bobby",201,73
"Wentz, Barney",204,71
"Paulson, David",246,76
"Leach, Vonta",260,72
"Gallegos, Chon",175,69
"Gossett, Bruce",204,73
